4.722402e-01	4.034752e+04	8.075665e+01	2.444264e+05
5.484948e-01	2.852124e+04	3.480109e+02	1.494521e+05
6.466622e-01	1.168192e+04	-3.800178e+01	5.255362e+04
7.213422e-01	6.079896e+03	7.832394e+01	2.414124e+04
8.384086e-01	2.430587e+03	3.212735e+01	8.344967e+03
9.277784e-01	1.362457e+03	6.226643e-01	4.145239e+03
1.110391e+00	1.017757e+02	9.471479e-01	2.639415e+02
1.280646e+00	7.465343e+01	-5.698284e-02	1.680710e+02
1.456820e+00	1.607688e+02	-1.495299e+00	3.162349e+02
1.705128e+00	1.752338e+02	9.341030e-01	2.969953e+02
1.904369e+00	1.318167e+02	-7.483310e-01	1.970783e+02
2.285267e+00	6.129295e+01	-3.011535e-01	7.806557e+01
2.538874e+00	5.890124e+01	4.217238e-01	6.632633e+01
2.959684e+00	2.112634e+01	-1.499732e-01	2.071530e+01
3.447382e+00	8.622230e+00	-1.138037e-01	7.602110e+00
3.823945e+00	9.756955e+00	2.927576e-03	7.534399e+00
4.512007e+00	1.362773e+01	-3.824481e-01	9.694659e+00
5.113662e+00	1.172878e+01	1.656032e-01	7.716002e+00
6.156189e+00	2.741656e+00	-1.045356e-01	3.524756e+00
6.889563e+00	1.856362e+00	1.737532e-01	7.482405e+00
7.987073e+00	1.362764e+00	-2.003853e-01	5.191417e+00
9.162123e+00	8.757180e-01	-1.187286e-01	5.449566e+00
1.057080e+01	8.391523e-01	-3.631186e-01	4.367164e+00
1.191479e+01	1.434822e-01	3.248586e-02	5.990863e+00
1.368979e+01	2.713707e-01	1.071005e-01	4.758386e+00
1.534133e+01	5.357681e-01	-4.295781e-01	7.447490e+00
1.796085e+01	-2.548817e-01	3.043844e-01	7.292578e+00
2.104659e+01	3.633274e-01	-2.569660e-01	7.690959e+00
2.428416e+01	-3.186270e-01	-3.590419e-01	1.060298e+01
2.790475e+01	1.685938e-01	-9.473547e-01	1.177915e+01
3.092333e+01	-1.418134e+00	-4.707209e+00	3.393373e+01
3.725741e+01	-2.117314e+00	-3.921510e-01	6.977391e+01
4.335344e+01	2.555554e+00	-9.601000e-02	9.508813e+01
4.770568e+01	-3.368391e+00	4.058626e+00	8.388840e+01
5.549372e+01	1.761404e+00	7.640286e+00	6.976965e+01
6.390779e+01	-3.535633e-01	-2.612825e+00	1.257651e+02
